problem,method,noise_std,seed,d_true,d_guess,phi_true,phi_guess,success,failure_reason,time_s,peak_rss_mib,objective,estimate,error_abs,error_rel,log_tail
infer_D,BFGS,0.005,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,True,,10.615859833000286,354.921875,1.1909894469211304e-05,"[0.4906006670131861, 1.8998704071392984]",0.10056979082729994,0.048783514156144916,"j = 1.5744238117411744e-05, m = [-0.7957905], [0.14455042], D = [0.4512244], [1.15551996]\nj = 1.5635318365824214e-05, m = [-0.80374069], [0.1474822], D = [0.4476513], [1.15891266]\nj = 1.5442110016465904e-05, m = [-0.81421644], [0.15630406], D = [0.4429863], [1.16918165]\nj = 1.5118511572676358e-05, m = [-0.8267221], [0.17806098], D = [0.43748096], [1.19489818]\nj = 1.4616415546491308e-05, m = [-0.83653676], [0.22623814], D = [0.43320823], [1.25387422]\nj = 1.3842337897827146e-05, m = [-0.82960174], [0.3164571], D = [0.43622298], [1.37225737]\nj = 1.2666334062923444e-05, m = [-0.78862274], [0.46450946], D = [0.45447029], [1.59123344]\nj = 1.1936796412708307e-05, m = [-0.7262224], [0.61740281], D = [0.48373289], [1.85410631]\nj = 1.191039444449915e-05, m = [-0.71290134], [0.64400818], D = [0.49021984], [1.90409757]\nj = 1.1909974400451606e-05, m = [-0.7121147], [0.64343535], D = [0.49060562], [1.90300716]\nj = 1.1909894469211304e-05, m = [-0.71212479], [0.64178568], D = [0.49060067], [1.89987041]\nj = 1.1909894469211304e-05, m = [-0.71212479], [0.64178568], D = [0.49060067], [1.89987041]"
infer_phi0,BFGS,0.005,20260212,,,0.5,0.2,True,,3.2667991669986804,295.6875,6.037187966072079e-06,0.49978589098695647,0.00021410901304352858,0.00042821802608705717,"step 0\nstep 0\nj = 0.044941827405382835, phi0 = [0.2]\nj = 6.037187966072079e-06, phi0 = [0.49978589]\nj = 6.037187966072079e-06, phi0 = [0.49978589]"
infer_phi0,BFGS,0.005,20260212,,,0.5,10.0,True,,4.04455699999744,312.328125,6.037187966072082e-06,0.4997858909864561,0.0002141090135439061,0.0004282180270878122,"step 0\nstep 0\nj = 45.127040095734195, phi0 = [10.]\nj = 36.041873845631095, phi0 = [8.99]\nj = 20.02599066322961, phi0 = [6.82844841]\nj = 0.7401473281683065, phi0 = [1.71645453]\nj = 6.037187966072082e-06, phi0 = [0.49978589]\nj = 6.037187966072082e-06, phi0 = [0.49978589]"
infer_phi0,BFGS,0.005,20260212,,,1.5,0.2,True,,3.422178000000713,304.140625,6.0371879660721005e-06,1.499785890986458,0.0002141090135419077,0.0001427393423612718,"step 0\nstep 0\nj = 0.844727718392275, phi0 = [0.2]\nj = 0.04199396849540905, phi0 = [1.21]\nj = 6.0371879660721005e-06, phi0 = [1.49978589]\nj = 6.0371879660721005e-06, phi0 = [1.49978589]"
infer_phi0,BFGS,0.005,20260212,,,1.5,10.0,True,,3.959317042001203,309.90625,6.037187966072083e-06,1.4997858909865873,0.00021410901341267774,0.0001427393422751185,"step 0\nstep 0\nj = 36.12682598672136, phi0 = [10.]\nj = 28.05165973661822, phi0 = [8.99]\nj = 14.111127853410995, phi0 = [6.81224706]\nj = 7.495305266335532e-05, phi0 = [1.51152607]\nj = 6.037187966072083e-06, phi0 = [1.49978589]\nj = 6.037187966072083e-06, phi0 = [1.49978589]"
infer_D,L-BFGS-B,0.005,20260212,"[1.0, 3.0]","[0.3, 0.3]",,,True,,4.596937250000337,309.28125,1.1928074117572194e-05,"[0.9594148213549001, 2.80490787720495]",0.19926889647492285,0.06301435796890541,"step 0\nstep 0\nj = 0.0001806343093665661, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 4.283795179324464e-05, m = [-0.65830038], [-0.36597423], D = [0.51773053], [0.69352067]\nj = 2.3607690986296518e-05, m = [-0.32940104], [-0.11385048], D = [0.71935447], [0.89239137]\nj = 1.52886630028999e-05, m = [-0.15320456], [0.23852148], D = [0.8579542], [1.26937097]\nj = 1.3101133700666285e-05, m = [-0.05613564], [0.47325367], D = [0.94541089], [1.60520852]\nj = 1.2284812601525715e-05, m = [-0.02602087], [0.68670481], D = [0.97431476], [1.98715667]\nj = 1.2004102785193421e-05, m = [-0.0414562], [0.86006721], D = [0.95939136], [2.36331953]\nj = 1.1937453372708583e-05, m = [-0.0237319], [0.97502758], D = [0.97654749], [2.65124034]\nj = 1.1928074117572194e-05, m = [-0.04143174], [1.0313707], D = [0.95941482], [2.80490788]\nj = 1.1928074117572194e-05, m = [-0.04143174], [1.0313707], D = [0.95941482], [2.80490788]"
infer_D,L-BFGS-B,0.005,20260212,"[1.0, 3.0]","[10.0, 10.0]",,,True,,5.546482749999996,319.21875,1.1926834834690248e-05,"[0.9664920594128287, 2.8107393937971747]",0.19220395194338305,0.060780226342663696,"j = 0.0002028264978016217, m = [-1.4667819], [-0.98251346], D = [0.2306666], [0.37436895]\nj = 1.609667238358608e-05, m = [0.62510839], [0.84062177], D = [1.86844846], [2.31780767]\nj = 0.0047892898180374645, m = [-3.56103834], [-0.0425966], D = [0.02840931], [0.95829789]\nj = 1.605699105773303e-05, m = [0.62040044], [0.83962846], D = [1.85967259], [2.31550651]\nj = 1.6210184268118934e-05, m = [-0.38523954], [0.6274525], D = [0.68028766], [1.87283345]\nj = 1.2374596524332189e-05, m = [0.06723036], [0.72291731], D = [1.06954183], [2.06043539]\nj = 1.4054509091961322e-05, m = [-0.29892174], [0.94197111], D = [0.74161744], [2.5650324]\nj = 1.2088992047379618e-05, m = [-0.0439413], [0.78942676], D = [0.95701013], [2.20213372]\nj = 1.19474061466371e-05, m = [-0.03780262], [0.94185342], D = [0.96290298], [2.56473055]\nj = 1.1928393221125125e-05, m = [-0.03436122], [1.00944052], D = [0.96622243], [2.74406534]\nj = 1.1926834834690248e-05, m = [-0.0340822], [1.03344758], D = [0.96649206], [2.81073939]\nj = 1.1926834834690248e-05, m = [-0.0340822], [1.03344758], D = [0.96649206], [2.81073939]"
infer_D,L-BFGS-B,0.005,20260212,"[0.5, 2.0]","[0.3, 0.3]",,,True,,4.861033542001678,312.796875,1.1909897296721965e-05,"[0.49049574912290606, 1.897820476289052]",0.10262059174712898,0.04977829872197656,"step 0\nj = 0.000151333214101878, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 3.3178670835822554e-05, m = [-1.08924492], [-0.21057585], D = [0.33647046], [0.81011761]\nj = 2.170844828461778e-05, m = [-0.66520584], [0.02944955], D = [0.51416768], [1.02988747]\nj = 1.7761853570282867e-05, m = [-0.71632823], [0.1187569], D = [0.48854278], [1.12609614]\nj = 2.154288177622676e-05, m = [-0.90309651], [0.48010684], D = [0.40531266], [1.61624707]\nj = 1.3697339502872744e-05, m = [-0.80230454], [0.28509958], D = [0.44829466], [1.32989445]\nj = 1.2565449239468948e-05, m = [-0.77686867], [0.42861292], D = [0.45984368], [1.5351267]\nj = 1.1986276760215555e-05, m = [-0.70686688], [0.59789729], D = [0.49318699], [1.81829144]\nj = 1.1910345697109195e-05, m = [-0.71406308], [0.63814167], D = [0.48965066], [1.89295987]\nj = 1.1909897296721965e-05, m = [-0.71233867], [0.64070611], D = [0.49049575], [1.89782048]\nj = 1.1909897296721965e-05, m = [-0.71233867], [0.64070611], D = [0.49049575], [1.89782048]"
infer_D,L-BFGS-B,0.005,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,True,,5.3271494999971765,324.0625,1.1909892481873494e-05,"[0.49052979204496233, 1.8989616414514034]",0.10148120386015537,0.049225614415324616,"j = 8.770422334830307e-05, m = [1.48317827], [1.72937269], D = [4.40692985], [5.63711659]\nj = 0.00035850977332802815, m = [-1.79444903], [-0.56347691], D = [0.16621901], [0.56922647]\nj = 5.7419752631685965e-05, m = [0.35940279], [0.94324056], D = [1.43247368], [2.56829064]\nj = 1.7028336402951052e-05, m = [-0.66375183], [0.22749729], D = [0.51491583], [1.25545404]\nj = 1.6836916312876724e-05, m = [-0.86120204], [0.08937187], D = [0.42265373], [1.09348722]\nj = 6.363911766734893e-05, m = [0.53986374], [1.57546631], D = [1.71577306], [4.83299478]\nj = 1.5580808680728166e-05, m = [-0.67882281], [0.28281943], D = [0.50721373], [1.32686555]\nj = 1.2071363529961639e-05, m = [-0.74773593], [0.55150335], D = [0.47343723], [1.73586066]\nj = 1.1941791527990224e-05, m = [-0.71580634], [0.59750706], D = [0.48879782], [1.81758202]\nj = 1.1910059667164147e-05, m = [-0.71249825], [0.63816454], D = [0.49041748], [1.89300316]\nj = 1.1909892481873494e-05, m = [-0.71226926], [0.64130723], D = [0.49052979], [1.89896164]\nj = 1.1909892481873494e-05, m = [-0.71226926], [0.64130723], D = [0.49052979], [1.89896164]"
infer_phi0,L-BFGS-B,0.005,20260212,,,0.5,0.2,True,,3.2881464999991294,300.71875,6.037187966072079e-06,0.49978589098695647,0.00021410901304352858,0.00042821802608705717,"step 0\nstep 0\nj = 0.044941827405382835, phi0 = [0.2]\nj = 6.037187966072079e-06, phi0 = [0.49978589]\nj = 6.037187966072079e-06, phi0 = [0.49978589]"
infer_phi0,L-BFGS-B,0.005,20260212,,,0.5,10.0,True,,3.3138083329977235,306.140625,6.03718796607207e-06,0.4997858909733993,0.00021410902660068398,0.00042821805320136797,"step 0\nstep 0\nj = 45.127040095734195, phi0 = [10.]\nj = 36.1268259867212, phi0 = [9.]\nj = 6.03718796607207e-06, phi0 = [0.49978589]\nj = 6.03718796607207e-06, phi0 = [0.49978589]"
infer_phi0,L-BFGS-B,0.005,20260212,,,1.5,0.2,True,,3.4984317909984384,312.625,6.037187966072101e-06,1.4997858909864688,0.00021410901353124956,0.00014273934235416638,"step 0\nstep 0\nj = 0.844727718392275, phi0 = [0.2]\nj = 0.04494182740527471, phi0 = [1.2]\nj = 6.037187966072101e-06, phi0 = [1.49978589]\nj = 6.037187966072101e-06, phi0 = [1.49978589]"
infer_phi0,L-BFGS-B,0.005,20260212,,,1.5,10.0,True,,3.5256409579997126,306.28125,6.037187966072078e-06,1.4997858909756066,0.0002141090243934496,0.00014273934959563306,"step 0\nstep 0\nj = 36.12682598672136, phi0 = [10.]\nj = 28.126611877708275, phi0 = [9.]\nj = 6.037187966072078e-06, phi0 = [1.49978589]\nj = 6.037187966072078e-06, phi0 = [1.49978589]"
infer_D,CG,0.005,20260212,"[1.0, 3.0]","[0.3, 0.3]",,,True,,22.85834058399996,347.109375,1.1926811893463062e-05,"[0.9667895057546713, 2.819889786405242]",0.18314646043308702,0.05791599603664631,"j = 1.1926861533045167e-05, m = [-0.0331582], [1.03222904], D = [0.96738551], [2.8073165]\nj = 1.1926815657532988e-05, m = [-0.03409196], [1.03575496], D = [0.96648262], [2.81723232]\nj = 1.1926815657343873e-05, m = [-0.03409195], [1.03575498], D = [0.96648263], [2.81723238]\nj = 1.1926815656587491e-05, m = [-0.03409192], [1.03575507], D = [0.96648266], [2.81723265]\nj = 1.1926815653562741e-05, m = [-0.0340918], [1.03575545], D = [0.96648278], [2.81723372]\nj = 1.1926815641475793e-05, m = [-0.03409129], [1.03575697], D = [0.96648327], [2.81723798]\nj = 1.1926815593322744e-05, m = [-0.03408925], [1.03576302], D = [0.96648524], [2.81725504]\nj = 1.1926815403825716e-05, m = [-0.03408109], [1.03578724], D = [0.96649313], [2.81732326]\nj = 1.1926814695675585e-05, m = [-0.03404847], [1.03588411], D = [0.96652465], [2.81759619]\nj = 1.1926812660219045e-05, m = [-0.033918], [1.03627158], D = [0.96665076], [2.81868814]\nj = 1.1926811893463062e-05, m = [-0.03377448], [1.0366978], D = [0.96678951], [2.81988979]\nj = 1.1926811893463062e-05, m = [-0.03377448], [1.0366978], D = [0.96678951], [2.81988979]"
infer_D,CG,0.005,20260212,"[1.0, 3.0]","[10.0, 10.0]",,,True,,16.517266584000026,344.625,1.1926811977040854e-05,"[0.9668699585913995, 2.819623244011025]",0.18339403955647457,0.057994287429747556,"j = 1.1941310773505134e-05, m = [-0.04639352], [0.96443245], D = [0.95466621], [2.62329839]\nj = 1.1935979045556017e-05, m = [-0.04381501], [0.97880968], D = [0.957131], [2.66128659]\nj = 1.1926813506736152e-05, m = [-0.03350096], [1.03631861], D = [0.96705398], [2.8188207]\nj = 1.1926813506622855e-05, m = [-0.03350097], [1.03631862], D = [0.96705398], [2.81882073]\nj = 1.1926813506169603e-05, m = [-0.033501], [1.03631867], D = [0.96705394], [2.81882088]\nj = 1.1926813504357332e-05, m = [-0.03350114], [1.03631888], D = [0.96705381], [2.81882147]\nj = 1.192681349711842e-05, m = [-0.0335017], [1.03631971], D = [0.96705327], [2.81882382]\nj = 1.1926813468325131e-05, m = [-0.03350393], [1.03632305], D = [0.96705111], [2.81883322]\nj = 1.1926813355748842e-05, m = [-0.03351285], [1.03633639], D = [0.96704248], [2.81887084]\nj = 1.1926812946997694e-05, m = [-0.03354853], [1.03638977], D = [0.96700798], [2.8190213]\nj = 1.1926811977040854e-05, m = [-0.03369127], [1.03660327], D = [0.96686996], [2.81962324]\nj = 1.1926811977040854e-05, m = [-0.03369127], [1.03660327], D = [0.96686996], [2.81962324]"
infer_D,CG,0.005,20260212,"[0.5, 2.0]","[0.3, 0.3]",,,True,,21.780083500001638,354.65625,1.1909892307627873e-05,"[0.49053618062745347, 1.8989246583332118]",0.10151742988361241,0.049243186617808084,"j = 1.1909942010850603e-05, m = [-0.7116668], [0.64333013], D = [0.49082541], [1.90280694]\nj = 1.1909935557782155e-05, m = [-0.71171287], [0.64321326], D = [0.49080279], [1.90258456]\nj = 1.1909915078298508e-05, m = [-0.71189715], [0.64274576], D = [0.49071236], [1.90169532]\nj = 1.1909899681587273e-05, m = [-0.71224728], [0.64185753], D = [0.49054058], [1.90000693]\nj = 1.1909899676179529e-05, m = [-0.71224728], [0.64185733], D = [0.49054057], [1.90000653]\nj = 1.1909899654568352e-05, m = [-0.7122473], [0.64185649], D = [0.49054057], [1.90000495]\nj = 1.1909899568441014e-05, m = [-0.71224735], [0.64185315], D = [0.49054054], [1.8999986]\nj = 1.1909899229011742e-05, m = [-0.71224756], [0.64183978], D = [0.49054044], [1.89997319]\nj = 1.1909897952569156e-05, m = [-0.7122484], [0.64178629], D = [0.49054003], [1.89987157]\nj = 1.1909894146959735e-05, m = [-0.71225176], [0.64157234], D = [0.49053838], [1.89946514]\nj = 1.1909892307627873e-05, m = [-0.71225624], [0.64128776], D = [0.49053618], [1.89892466]\nj = 1.1909892307627873e-05, m = [-0.71225624], [0.64128776], D = [0.49053618], [1.89892466]"
infer_D,CG,0.005,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,True,,21.302940416000638,356.828125,1.1909892221745593e-05,"[0.4905488723892151, 1.8990382281927503]",0.1014031714473197,0.04918776313528423,"j = 1.1909972911060343e-05, m = [-0.71288947], [0.6387453], D = [0.49022566], [1.89410285]\nj = 1.190996845828304e-05, m = [-0.71283621], [0.63879598], D = [0.49025176], [1.89419885]\nj = 1.1909960549458413e-05, m = [-0.71262332], [0.6389986], D = [0.49035615], [1.89458269]\nj = 1.1909960540328328e-05, m = [-0.7126233], [0.63899875], D = [0.49035616], [1.89458299]\nj = 1.1909960503814006e-05, m = [-0.71262319], [0.63899938], D = [0.49035621], [1.89458418]\nj = 1.1909960357854339e-05, m = [-0.71262277], [0.63900189], D = [0.49035642], [1.89458893]\nj = 1.1909959775578267e-05, m = [-0.71262109], [0.63901193], D = [0.49035724], [1.89460796]\nj = 1.1909957471474598e-05, m = [-0.71261437], [0.6390521], D = [0.49036053], [1.89468405]\nj = 1.1909948655048106e-05, m = [-0.7125875], [0.63921276], D = [0.49037371], [1.89498848]\nj = 1.190991978786665e-05, m = [-0.71247999], [0.6398554], D = [0.49042644], [1.89620666]\nj = 1.1909892221745593e-05, m = [-0.71223037], [0.64134756], D = [0.49054887], [1.89903823]\nj = 1.1909892221745593e-05, m = [-0.71223037], [0.64134756], D = [0.49054887], [1.89903823]"
infer_phi0,CG,0.005,20260212,,,0.5,0.2,True,,3.1419437500007916,307.8125,6.037187966072079e-06,0.49978589098695647,0.00021410901304352858,0.00042821802608705717,"step 0\nstep 0\nj = 0.044941827405382835, phi0 = [0.2]\nj = 6.037187966072079e-06, phi0 = [0.49978589]\nj = 6.037187966072079e-06, phi0 = [0.49978589]"
infer_phi0,CG,0.005,20260212,,,0.5,10.0,True,,3.591644708001695,303.09375,6.037187966072093e-06,0.4997858909857591,0.00021410901424090412,0.00042821802848180823,"step 0\nstep 0\nj = 45.127040095734195, phi0 = [10.]\nj = 36.041873845631095, phi0 = [8.99]\nj = 9.902208845218274, phi0 = [4.95]\nj = 6.037187966072093e-06, phi0 = [0.49978589]\nj = 6.037187966072093e-06, phi0 = [0.49978589]"
infer_phi0,CG,0.005,20260212,,,1.5,0.2,True,,3.6284417499991832,315.109375,6.037187966072099e-06,1.499785890986575,0.0002141090134248902,0.00014273934228326013,"step 0\nstep 0\nj = 0.844727718392275, phi0 = [0.2]\nj = 0.04199396849540905, phi0 = [1.21]\nj = 6.037187966072099e-06, phi0 = [1.49978589]\nj = 6.037187966072099e-06, phi0 = [1.49978589]"
infer_phi0,CG,0.005,20260212,,,1.5,10.0,True,,4.838386249997711,311.640625,6.037187966072106e-06,1.4997858909866584,0.00021410901334162347,0.00014273934222774898,"step 0\nstep 0\nj = 36.12682598672136, phi0 = [10.]\nj = 28.05165973661822, phi0 = [8.99]\nj = 5.951994736205157, phi0 = [4.95]\nj = 0.4938112357499292, phi0 = [0.506]\nj = 28.05165973661822, phi0 = [8.99]\nj = 20.996593486514953, phi0 = [7.98]\nj = 9.94676098630846, phi0 = [5.96]\nj = 0.08829598589492979, phi0 = [1.92]\nj = 6.037187966072106e-06, phi0 = [1.49978589]\nj = 6.037187966072106e-06, phi0 = [1.49978589]"
infer_D,SLSQP,0.005,20260212,"[1.0, 3.0]","[0.3, 0.3]",,,True,,4.932321250002133,321.375,1.2327856716062642e-05,"[1.0569186017165846, 2.0719616233449396]",0.9297822087811376,0.2940229507650603,"j = 0.00018029686568184824, m = [-1.20319608], [-1.20278012], D = [0.30023311], [0.30035802]\nj = 0.00017889833234046177, m = [-1.19996367], [-1.19781748], D = [0.30120515], [0.30185229]\nj = 0.00017208349728463192, m = [-1.18390402], [-1.17316503], D = [0.30608146], [0.30938617]\nj = 0.0001420825320018104, m = [-1.1061489], [-1.05382377], D = [0.33083057], [0.34860222]\nj = 5.9270058617116925e-05, m = [-0.77518697], [-0.54592316], D = [0.46061765], [0.57930675]\nj = 2.7354906680545407e-05, m = [-0.49342172], [-0.11357177], D = [0.61053374], [0.89264013]\nj = 1.6481942342766628e-05, m = [-0.27250089], [0.22540589], D = [0.76147275], [1.25283112]\nj = 1.322795506905834e-05, m = [-0.11203617], [0.47162292], D = [0.89401192], [1.60259296]\nj = 1.2453336943465393e-05, m = [-0.01004084], [0.62813016], D = [0.9900094], [1.87410303]\nj = 1.2335219653005902e-05, m = [0.04037418], [0.70549603], D = [1.0412003], [2.02485083]\nj = 1.2327856716062642e-05, m = [0.0553577], [0.7284958], D = [1.0569186], [2.07196162]\nj = 1.2327856716062642e-05, m = [0.0553577], [0.7284958], D = [1.0569186], [2.07196162]"
infer_D,SLSQP,0.005,20260212,"[1.0, 3.0]","[10.0, 10.0]",,,True,,2.686744874998112,295.546875,4.200103404581521e-05,"[10.000000000000002, 10.000000000000002]",11.401754250991383,3.60555127546399,"step 0\nstep 0\nj = 4.200103404581521e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 4.200103404581521e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_D,SLSQP,0.005,20260212,"[0.5, 2.0]","[0.3, 0.3]",,,True,,7.331062833000033,340.671875,1.1909979042411115e-05,"[0.49036744008466504, 1.900567963865233]",0.09989752759917592,0.048457418591700906,"j = 3.0196983805932414e-05, m = [-1.05836603], [0.02831145], D = [0.34702237], [1.02871603]\nj = 2.9774021396755095e-05, m = [-1.04741851], [0.07690316], D = [0.35084228], [1.07993749]\nj = 2.8652930453068044e-05, m = [-1.02155823], [0.17070949], D = [0.36003349], [1.18614611]\nj = 2.5717425915984828e-05, m = [-0.95783913], [0.3651279], D = [0.38372116], [1.44069826]\nj = 1.9253369542716066e-05, m = [-0.79637271], [0.80301508], D = [0.45096177], [2.23226125]\nj = 1.6530507533510088e-05, m = [-0.6607353], [1.12959718], D = [0.51647144], [3.09440977]\nj = 1.5329371832579296e-05, m = [-0.67432668], [1.05283784], D = [0.50949936], [2.86577221]\nj = 1.2524731526217808e-05, m = [-0.73872655], [0.70989223], D = [0.47772188], [2.03377207]\nj = 1.2030603094908803e-05, m = [-0.72436301], [0.67406665], D = [0.48463318], [1.9622007]\nj = 1.1916404756273473e-05, m = [-0.71477587], [0.65039606], D = [0.48930177], [1.91629964]\nj = 1.1909979042411115e-05, m = [-0.71260029], [0.64215277], D = [0.49036744], [1.90056796]\nj = 1.1909979042411115e-05, m = [-0.71260029], [0.64215277], D = [0.49036744], [1.90056796]"
infer_D,SLSQP,0.005,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,True,,2.5821879589966557,296.9375,0.00010639890179670068,"[10.000000000000002, 10.000000000000002]",12.419742348374223,6.024459946506312,"step 0\nstep 0\nj = 0.00010639890179670068, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 0.00010639890179670068, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_phi0,SLSQP,0.005,20260212,,,0.5,0.2,True,,3.0864039170010074,309.203125,6.037187966072079e-06,0.49978589098695647,0.00021410901304352858,0.00042821802608705717,"step 0\nstep 0\nj = 0.044941827405382835, phi0 = [0.2]\nj = 6.037187966072079e-06, phi0 = [0.49978589]\nj = 6.037187966072079e-06, phi0 = [0.49978589]"
infer_phi0,SLSQP,0.005,20260212,,,0.5,10.0,True,,3.0710588330002793,297.671875,6.037187966072083e-06,0.49978589098776816,0.00021410901223184453,0.00042821802446368906,"step 0\nstep 0\nj = 45.127040095734195, phi0 = [10.]\nj = 6.037187966072083e-06, phi0 = [0.49978589]\nj = 6.037187966072083e-06, phi0 = [0.49978589]"
infer_phi0,SLSQP,0.005,20260212,,,1.5,0.2,True,,3.1317111249991285,297.953125,6.037187966072089e-06,1.499785890986983,0.00021410901301699425,0.0001427393420113295,"step 0\nstep 0\nj = 0.844727718392275, phi0 = [0.2]\nj = 6.037187966072089e-06, phi0 = [1.49978589]\nj = 6.037187966072089e-06, phi0 = [1.49978589]"
